ID,NOMESC,ENDESC,NUMESC,COMPLEND,CEP,FONE1,FONE2,FAX,E-Mail,CODESCMEC,TIPO
3077,JOSE DO AMARAL MELLO PROF,R ALPHEU LUIZ GASPARINO,84,,02281-110,+55 11 2241-3313,+55 11 2241-1633,,e001348a@educacao.sp.gov.br,35001348,EE
3078,JARDIM FONTALIS EMEF,RUA CRISANTEMO,SN,,02363-155,+55 11 2206-8938,+55 11 2267-3052,,,35400087,EMEF
3079,SAN MARTIN COLEGIO,R PINHEIRO GUIMARAES,278,,03141-030,+55 11 2345-8039,,,colegiosanmartin@superig.com.br,35287912,EP
3080,MIGUEL AFONSO DE OLIVEIRA CENTRO DE EDUCACAO INFANTIL,R MONTEIRO SOARES FILHO,652,,03141-010,+55 11 4562-2890,,,,35480733,CEI INDIR
3081,DECISAO COLEGIO,AV MENDES DA ROCHA,1210,,02227-001,+55 11 2242-4867,,,colegiodecisao@globo.com,35159542,EP
3082,CONVIVENCIA COLEGIO,RUA INACIO,965,,03142-001,+55 11 2346-3515,,,colegioconvivencia@superig.com.br,35157338,EP
3083,SAO MIGUEL ARCANJO COLEGIO FRANCISCANO,R CAMPOS NOVOS,153,,03145-020,+55 11 2342-5000,,+55 11 2341-0516,colegiosaomiguel@colegiosaomiguel.com.br,35101734,PRIVADA - FILANTRÓPICA
3084,EMILIA FERREIRO COLEGIO,AV CONCEICAO,4629,,02135-002,+55 11 2201-7260,,,secretaria@objetivojardimjapao.com.br,35120029,EP
3085,FLAVIO IMPERIO EMEI,RUA JOSE FIGLIOLINI,735,,02278-020,+55 11 2241-0676,+55 11 2241-6553,,,35092617,EMEI
3086,SANTA RITA DE CASSIA EDUCANDARIO,RUA MARABU,223,,02138-040,+55 11 2949-6686,,+55 11 2989-8434,secretaria@santarita.g12.br,35141446,EP
3087,LAEL DE MOURA PRADO PROF,AV PROFESSOR CASTRO JUNIOR,609,,02138-030,+55 11 2201-6571,+55 11 2981-5410,+55 11 2981-5410,e001200a@educacao.sp.gov.br,35001200,EE
3088,ORLANDO LAVIERO FERRAIUOLO ESCOLA SENAI,RUA TEIXEIRA DE MELO,106,,03067-000,+55 11 2227-6900,,+55 11 2295-2722,senaiconstrucaocivil@sp.senai.br,35147849,SENAI
3089,CONGONHAS DO CAMPO VISCONDE DE,R TUIUTI,2051,,03307-005,+55 11 2295-2594,+55 11 2293-3813,+55 11 2293-6730,e002112a@educacao.sp.gov.br,35002112,EE
3090,SAO FRANCISCO XAVIER CRECHE,AV DAS CEREJEIRAS,2035,,02124-002,+55 11 2931-8687,,,,35182539,CR.P.CONV
3091,NOSSA SENHORA DE LOURDES COLEGIO,R AURELIANO LESSA,127,,03342-010,+55 11 2605-6411,+55 11 2605-6598,,cnsl@cnsl.g12.br,35101151,PRIVADA - FILANTRÓPICA
3092,ABC ESCOLA DE EDUCACAO INFANTIL,R OSAKA,754,,02124-040,,,,,35446233,EP
3093,CASA BATISTA DA AMIZADE CRECHE,AV EDGAR RUZZANT,579,,02225-011,+55 11 2201-3110,,,,35183337,CR.P.CONV
3094,AGNUS DEI COLEGIO,R FIDELIS PAPINI,828,,03132-020,+55 11 2914-1585,+55 11 2069-7132,+55 11 2069-7132,agnusdei@escolaagnusdei.com.br,35119124,EP
3095,ATOS COLEGIO,RUA PADRE ANTONIO DE SA,226,,03066-010,+55 11 2094-2444,+55 11 2097-8626,,colegio_atos@ig.com.br,35310797,EP
3096,LETRA E ARTE EDUCACAO INFANTIL,R DO ORFANATO,1140,,03131-010,+55 11 2021-6971,,,,35496765,EP
3097,SENAC TATUAPE,RUA CORONEL LUIS AMERICANO,130,,03308-020,+55 11 2191-2900,,+55 11 2191-2949,,35148593,SENAC
3098,OTHELO FRANCO GENERAL EMEF,RUA JARINU,730,,03306-000,+55 11 2293-1562,+55 11 2295-4128,+55 11 2293-1562,,35054392,EMEF
3099,IRENE FAVRET LOPES PROFA EMEI,RUA JARINU,640,,03306-000,+55 11 2296-3706,+55 11 6197-3260,+55 11 6197-3260,,35052401,EMEI
3100,CEREJEIRAS CENTRO DE EDUCACAO INFANTIL,R SOLDADO JOSE HIGASKINO,5,,02142-030,,,,,35474548,CEI INDIR
3101,CIDADE NOVA DO PARQUE NOVO MUNDO CRECHE MUNICIPAL,RUA NSRA APARECIDA,215,,02169-290,+55 11 2954-4958,,,,35238454,CEI DIRET
3102,METANEW COLEGIO,R TUIUTI,1372,,03081-015,+55 11 2091-2780,+55 11 2091-2786,,colegiometanew@hotmail.com,35265330,EP
3103,KIDLANDIA ESCOLA DE EDUCACAO INFANTIL,R TUIUTI,1260,,03081-000,+55 11 2097-8626,,,,35245987,EP
3104,EDALZIR SAMPAIO LIPORONI PROFA EMEI,RUA NSRA DA APARECIDA,5,,02169-290,+55 11 2955-5267,+55 11 2955-5910,,,35242275,EMEI
3105,PAULO CARNEIRO THOMAZ ALVES GENERAL EMEF,RUA NSRA DA APARECIDA,15,,02169-290,+55 11 2631-1484,+55 11 2635-1959,,,35245185,EMEF
3106,EURIPEDES DE CASTRO,AV EDGAR RUZZANT,456,,02225-010,+55 11 2201-8054,,,e001119a@educacao.sp.gov.br,35001119,EE
3107,CASINHA DA ABELHA JARDIM ESCOLA,RUA MANAIAS,177,,03140-040,+55 11 2341-4226,,,,35163036,EP
3108,IRMA NATIVIDADE CRECHE,RUA SOLDADO JOSE ANTONIO MOREIRA,555,,02143-060,+55 11 2202-9101,+55 11 2987-7938,+55 11 2987-7938,,35182515,CR.P.CONV
3109,YUKIO OZAKI PROF EMEI,PRACA YEDO,SN,,02134-050,+55 11 2934-0523,+55 11 2201-0316,+55 11 2934-0523,,35052619,EMEI
3110,JOSE JOAQUIM DA SILVA EMEI,RUA SOLDADO ANESIO ANTAO FERREIRA,120,,02142-000,+55 11 2951-1298,+55 11 2202-1644,+55 11 2951-1298,,35207697,EMEI
3111,HELIO DE SOUZA COLEGIO,AV EDGAR RUZZANT,227,"233, 291, 229",02225-010,+55 11 2201-3763,,+55 11 2201-3763,c.heliodesouza@terra.com.br,35117912,EP
3112,CELSO DE SOUSA OLIVEIRA PROF EMEI,RUA ROBERTO LANARI,1000,,02281-209,+55 11 2246-7016,,,,35201935,EMEI
3113,TIQUATIRA CEU,AV CONDESSA ELISABETH ROBIANO,10,,03074-000,+55 11 2075-7502,+55 11 2075-7500,,,35455660,CEU CLEC
3114,ACHIROPYTA COLEGIO,AV CONCEICAO,4330,,02135-002,+55 11 3294-4067,+55 11 3294-4059,,achiropyta@uol.com.br,35164331,EP
3115,ADRIANA SODRE PROFA ESCOLA DE ED INFANTIL E FUNDAMENTAL,AV GUSTAVO ADOLFO,2745,,02209-001,+55 11 2986-9251,,,escolaadrianasodre@ig.com.br,35305583,EP
3116,PAULO FREIRE PROF CEU EMEI,AV CONDESSA ELISABETH ROBIANO,SN,,03074-000,+55 11 2097-4900,,,,35275323,CEU EMEI
3117,WALTER DE ANDRADE PROFESSOR CEU CEI,AV CONDESSA ELISABETH ROBIANO,SN,,03074-000,+55 11 2094-3526,+55 11 2294-1606,,,35279377,CEU CEI
3118,ANTONIO CARLOS ROCHA PROF EMEF,AV CONDESSA ELISABETH ROBIANO,SN,,03074-000,,,,,35393277,CEU EMEF
3119,SHIVA NATARAJ DANCAS E PRATICAS,R BOM SUCESSO,1119,1127,03305-000,+55 11 2296-8969,,+55 11 2295-7892,leda@shivanataraj.com.br,35432222,EP
3120,ESPIRITO SANTO COLEGIO,R TUIUTI,1442,,03081-012,+55 11 3389-1000,,,secretaria@colegioespiritosanto.com.br,35101886,PRIVADA - FILANTRÓPICA
3121,ALUISIO DE AZEVEDO EMEI,RUA FAROL PAULISTANO,250,,03192-060,+55 11 2965-8470,+55 11 2965-3891,,,35052723,EMEI
3122,JULIA MACEDO PANTOJA PROFESSORA,R ASSUPA,200,,03137-050,+55 11 2272-1845,+55 11 2273-9829,,e001958a@educacao.sp.gov.br,35001958,EE
3123,CEL JTO A EE JULIA MACEDO PANTOJA PROFESSORA,RUA ASSUPA,200,,03137-050,+55 11 2068-0112,+55 11 2272-1845,,e001958a@educacao.sp.gov.br,35985788,CEL
3124,FERNANDO REIS PROFESSOR COLEGIO,AV JARDIM JAPAO,97,,02221-000,+55 11 2951-7485,,,escolaadrianasodre@ig.com.br,35469713,EP
3125,MEU LARZINHO CENTRO DE EDUCACAO INFANTIL,R ALM CALHEIROS,90,,03066-070,+55 11 2097-6571,,,,35323135,CR.P.CONV
3126,MARIA ANGELITA SAYAGO LAET PROFA,R FREIRE BASTOS,226,,02261-020,+55 11 2241-8078,+55 11 2242-0464,+55 11 2241-8078,e001338a@educacao.sp.gov.br,35001338,EE
3127,LAR DAS CRIANCAS DIVINO AMOR CRECHE,RUA IBITIRAMA,1990,,03134-002,+55 11 2341-6528,,+55 11 2341-6528,,35181377,CR.P.CONV
3128,SONHO MEU CENTRO DE RECREACAO INFANTIL,R JABOTICABAL,599,,03188-000,+55 11 2965-1167,,,,35199643,EP
3129,MARGARETH DE FATIMA MARQUES DE AZEVEDO EMEI,RUA AUGUSTO RODRIGUES,262,,02360-010,+55 11 2995-4370,+55 11 2995-6471,+55 11 2995-4370,,35223177,EMEI
3130,HIPOLITO JOSE DA COSTA EMEF,RUA AUGUSTO RODRIGUES,272,,02360-010,+55 11 2995-0102,+55 11 2992-8011,+55 11 2992-0904,,35095606,EMEF
3131,CENTRO DE ATEND SOCIOEDUC AO ADOLESC NOVA VIDA UI,AV MORVAN DIAS DE FIGUEIREDO,4200,,02170-000,+55 11 2636-2330,+55 11 2967-2162,,secescolardrm5@casa.sp.gov.br,35414281,FEBEM-UI
3132,FELICIO TONETTI,R JOSE MILTON BARBOSA,138,,02281-214,+55 11 2249-5635,+55 11 2241-0021,,e918748a@educacao.sp.gov.br,35918748,EE
3133,SILVIO FLEMING MAJOR EMEF,RUA PAULO DE LIMA CORREA,65,,03193-060,+55 11 2965-3052,+55 11 2965-1943,,,35055050,EMEF
3134,TATUAPE CEI INDIRETO,RUA CRISTAIS,160,,03065-040,+55 11 2942-8796,,,,35312423,CEI INDIR
3135,LAR BATISTA DE CRIANCAS CENTRO DE EDUCACAO INFANTIL,AV GUSTAVO ADOLFO,2525,,02209-000,+55 11 3208-0701,,,,35464193,CR.P.CONV
3136,VINNDE COLEGIO,R JACIRENDI,222,,03080-000,,,,,35266243,EP
3137,JOAQUIM DO MARCO PROFESSOR,RUA DO ORFANATO,883,,03131-010,+55 11 2273-7617,+55 11 2915-0030,+55 11 2273-7617,e038039a@educacao.sp.gov.br,35038039,EE
3138,IMPERATRIZ LEOPOLDINA,R TOGO,571,,02124-050,+55 11 2212-3411,+55 11 2951-5609,+55 11 2212-3411,e000802a@educacao.sp.gov.br,35000802,EE
3139,SAAB COLEGIO,R JACIRENDI,328,,03080-000,+55 11 2093-9893,+55 11 2941-4180,+55 11 2941-4222,studiobaby@ig.com.br,35157016,EP
3140,JOSE ROCHA MENDES ETEC,R AMERICO VESPUCCI,1241,,03135-010,+55 11 2063-4454,+55 11 2063-4334,+55 11 2063-4454,e.jrmendes.acad@centropaulasouza.sp.gov.br,35001946,PAULA SOUZA
3141,SELI INSTITUTO DE EDUCACAO PARA SURDOS,R HENRIQUE SERTORIO,204,,03066-065,+55 11 2097-6866,,+55 11 3715-9086,seli@seli.com.br,35191036,EP
3142,IRMA CHIQUINHA CRECHE,RUA PROFESSOR RAUL BRIQUET,220,,03193-040,+55 11 2965-9575,,,,35182312,CR.P.CONV
3143,ALIADO COLEGIO UNIDADE JARDIM JAPAO,AV JARDIM JAPAO,554,,02221-001,+55 11 2986-8286,,,unidadejj@colegioaliado.com.br,35809688,EP
3144,SANTA JULIA COLEGIO,R OSAKA,329,,02124-040,+55 11 2209-1249,,,,35480885,EP
3145,ANTONIO CARLOS DEGILIO CRECHE CONVENIADA,RUA JOSE DOS REIS,615,,03139-040,+55 11 2345-5199,,,,35181638,CR.P.CONV
3146,AIDA VISCONDE BASTOS CENTRO DE CONVIVENCIA INFANTIL,RUA CRISTAIS,66,,03065-040,+55 11 2097-9162,,+55 11 3569-0133,,35421571,EP
3147,JARDIM ALIANCA COLEGIO,RUA IGARITE,188,,02264-000,+55 11 2241-0580,,+55 11 2240-1817,luisfazendinha@yahoo.com.br,35812687,EP
3148,MAAP COLEGIO,AV ALBERTO BYINGTON,2381,,02127-002,+55 11 2636-3192,,,maandreperez@ig.com.br,35199473,EP
3149,LEAO XIII V BERTIOGA CE CULTURAL,RUA PORTO ALEGRE,669,,03185-020,+55 11 2028-4901,,,,35101242,EP
3150,JARDIM FONTALIS CENTRO DE EDUCACAO INFANTIL,AL DOS CARDEAIS,18,,02364-750,+55 11 2267-3778,,,,35481804,CEI INDIR
3151,PADRE JOSE,R JOAO SOARES,7,,03175-070,,,,,35573644,EDUCAÇÃO COMPLEMENTAR
3152,PADRE JOSE CRECHE,RUA JOAO SOARES,7,,03175-070,+55 11 2605-3227,,,,35182291,CR.P.CONV
3153,CIVITATIS COLEGIO,RUA FALCHI GIANINI,842,,03136-040,+55 11 2274-0177,,,secretaria@civitatis.com.br,35101692,EP
3154,SOL COLEGIO,R MAJOR BASILIO,745,,03181-010,+55 11 2604-0404,,,colegiosolmoocasp@gmail.com,35465574,EP
3155,UNIVERSO DAS LETRAS BERCARIO E EDUCACAO INFANTIL,R JABOTICABAL,404,,03188-000,+55 11 2604-2494,,,,35495448,EP
3156,AMERICO MELO COLEGIO,RUA CIRENE DE OLIVEIRA LAET,171,,02279-010,+55 11 2241-1446,,,secretaria@colegioamericomelo.com.br,35171311,EP
3157,CYRENE DE OLIVEIRA LAET DONA,R ESTER ELISA,227,,02278-040,+55 11 2249-5440,+55 11 2249-5318,,e001235a@educacao.sp.gov.br,35001235,EE
3158,SAGRADA FAMILIA CRECHE,RUA FRANCISCO PEIXOTO BIZERRA,1000,,02222-011,+55 11 2201-3493,,,,35183374,CR.P.CONV
3159,VILA MARIA CRECHE,RUA DOS CONDOREIROS,400,,02168-130,+55 11 2636-4400,,,,35182576,CEI INDIR
3160,OLGA BENATTI PROFESSORA,RUA IBITIRAMA,1412,,03134-001,+55 11 2341-7170,+55 11 2341-6656,+55 11 2341-7170,e001788a@educacao.sp.gov.br,35001788,EE
3161,CLEMENTE QUAGLIO PROFESSOR,R MANUEL ONHA,234,,03192-100,+55 11 2965-6564,,+55 11 2965-6767,e001910a@educacao.sp.gov.br,35001910,EE
3162,MAX LOWENSTEIN ESCOLA,RUA FREIRE BASTOS,89,,02261-900,+55 11 2951-1549,,,aurea.ff@hotmail.com,35262742,EP
3163,OSWALDO CATALANO,R FILIPE CAMARAO,350,,03065-000,+55 11 2092-5451,,+55 11 2092-2636,e002264a@educacao.sp.gov.br,35002264,EE
3164,O PARAISO DOS PERALTAS EEI,AV DAS CEREJEIRAS,916,,02124-000,+55 11 2949-0411,,,,35139671,EP
3165,SERGIO DA COSTA PROF,R PRESIDENTE BARTOLOME MITRE,298,,02361-040,+55 11 2992-8058,+55 11 2995-0047,,e925184a@educacao.sp.gov.br,35925184,EE
3166,NOSSA SENHORA MENINA EXTERNATO,R DO ORATORIO,2621,,03195-100,+55 11 2965-4715,+55 11 2965-2083,,ensm@ensm.org.br,35101722,EP
3167,CARMOSINA MONTEIRO VIANNA PROFA,R ANTONIO PALMIERI,377,,02210-000,+55 11 2201-3411,+55 11 2212-1433,+55 11 2212-1433,e001296a@educacao.sp.gov.br,35001296,EE
3168,NELSON GOMES CAETANO PROF,R ANTONIO SERGIO DE MATOS,1910,,02281-203,+55 11 2242-6607,+55 11 2244-0016,,e269360a@educacao.sp.gov.br,35269360,EE
3169,IRINEU MARINHO EMEF,RUA JACARAIPE,478,,03152-150,+55 11 2341-7191,+55 11 2345-0310,+55 11 2341-1196,,35055001,EMEF
3170,ARTHUR AZEVEDO EMEF,PARQUE BUTUI,SN,,03065-025,+55 11 2295-4096,+55 11 6197-1033,+55 11 6941-9022,,35054355,EMEF
3171,DEO VOLENTE COLEGIO,AV DAS CEREJEIRAS,790,,02124-000,+55 11 2967-2607,+55 11 2631-0477,+55 11 2967-2607,contato@colegiodeovolente.com.br,35288561,EP
3172,SAO JOSE ESPACO CULTURAL E INTERATIVO,R SERRA DE JAIRE,1373,,03175-010,+55 11 2638-3330,,,,35477886,EP
3173,LORRE INSTITUTO DE ENSINO,R IBITINGA,83,,03186-020,+55 11 2604-2193,,+55 11 2601-7906,institutolorre@lorre.com.br,35287568,EP
3174,MARIA LUIZA MORETTI GENTILE PROFA EMEI,R JACARAIPE,550,,03152-150,+55 11 2341-3511,,,,35207724,EMEI
3175,MARY BUARQUE EMEI,RUA RESTINGA,150,,03065-020,+55 11 2293-3670,+55 11 2295-2298,,,35052413,EMEI
3176,MZ SCHOOL,AV ZELINA,333,,03143-001,+55 11 2341-2667,,+55 11 2345-9591,colegiomarcozero@bol.com.br,35142505,EP
3177,CEL JTO A EE GUSTAVO BARROSO,R ALFEU DE ALCANTARA MONTEIRO,100,,02281-200,+55 11 2249-5502,,,eegustavobarroso@gmail.com,35458338,CEL
3178,GUSTAVO BARROSO,R ALFEU DE ALCANTARA MONTEIRO,100,,02281-200,+55 11 2249-5502,,,e916729a@educacao.sp.gov.br,35916729,EE
3179,LAPIS DE COR ESCOLA DE EDUCACAO INFANTIL,RUA FALCHI GIANNINI,334,,03136-040,+55 11 2966-6874,,,,35170501,EP
3180,DOCES CRIANCAS CENTRO DE CONVIVENCIA INFANTIL,R IRMA EMERENCIANA,1059,,02278-000,+55 11 2248-2649,,,,35457930,EP
3181,LUIZ LAZARO ZAMENHOF DR,R EURICO SODRE,944,,02215-010,+55 11 2201-9517,+55 11 2201-5018,+55 11 2201-5018,e039226a@educacao.sp.gov.br,35039226,EE
3182,LUIZ AMARAL WAGNER PROF,R DOUTOR NICOLINO MORENA,541,,02257-000,+55 11 2242-7707,+55 11 2242-4992,+55 11 2242-7707,e001053a@educacao.sp.gov.br,35001053,EE
3183,LUCIE BRAY MADRE EMEE,RUA SAO GERALDINO,236,,02258-220,+55 11 2246-7909,,+55 11 2244-5315,,35079042,EMEBS
3184,NOVO TEMPO INSTITUTO EDUCACIONAL,RUA AMERICO VESPUCCI,609,,03135-010,+55 11 2966-5433,,,,35163016,EP
3185,RUTH LOPES ANDRADE PROFESSORA EMEF,RUA JUNDIAPEBA,177,,03143-050,+55 11 2341-3992,+55 11 2341-2821,+55 11 2341-8161,,35055104,EMEF
3186,LOUREIRO JUNIOR PROFESSOR,RUA PADRE ADELINO,1330,,03303-000,+55 11 2605-4795,,+55 11 2605-9329,e001375a@educacao.sp.gov.br,35001375,EE
3187,UNIVERSIDADE NOVE DE JULHO CAMPUS VILA PRUDENTE EEP,AV PROFESSOR LUIZ IGNACIO ANHAIA MELLO,1363,,03155-000,+55 11 3385-9080,,,ricardo.mazon@uninove.br,35562919,PRONATEC/IES
3188,EDUCATIVA ESCOLA DE EDUCACAO INFANTIL,R MAESTRO LAURO PINTO RIBEIRO,320,,02364-010,+55 11 2993-9810,,,,35463620,EP
3189,ANDRE XAVIER GALLICHO PROFESSOR,R DA MOOCA,4650,,03165-002,+55 11 2601-2848,,,e001442a@educacao.sp.gov.br,35001442,EE
3190,LOURENCO FILHO EMEF,RUA SAO GERALDINO,212,,02258-220,,+55 11 2249-1149,,,35054471,EMEF
3191,PERICLES EUGENIO DA SILVA RAMOS EMEF,RUA PROFESSOR JOSE OZI,62,,04230-045,+55 11 2272-5205,,,,35207895,EMEF
3192,UNIVERSO DAS LETRAS BERCARIO E EDUCACAO INFANTIL,R MANAUS,403,,03185-040,+55 11 2021-5061,,,,35467085,EP
3193,JOAQUIM ANTONIO DA ROCHA EMEI,RUA PROFESSOR JOSE OZI,SN,,04230-045,+55 11 2061-8944,+55 11 2063-8006,,,35246116,EMEI
3194,CEPS WALTER PEREIRA COLEGIO,R DOUTOR NICOLINO MORENA,418,,02257-000,+55 11 2243-7131,,,centroeducacionalps@uol.com.br,35292850,EP
3195,SORRISO CENTRO DE RECREACAO INFANTIL,RUA BARAO DE PENEDO,242,,03179-070,+55 11 2605-3456,,,,35072357,EP
3196,AGUINALDO SOARES CRECHE PARTICULAR CONVENIADA,AV FRANCISCO RODRIGUES,283,,02259-000,+55 11 2206-6215,,,,35444005,CR.P.CONV
3197,CARLOS GOMES EMEI,PRACA PRESIDENTE JANIO DA SILVA QUADROS,SN,,02132-000,+55 11 2931-6779,+55 11 2982-1444,+55 11 2931-6779,,35052607,EMEI
3198,DOM PEDRO I EMEF,PRACA PRESIDENTE JANIO DA SILVA QUADROS,SN,,02132-000,+55 11 2989-9769,+55 11 2201-7173,+55 11 2989-9769,,35054744,EMEF
3199,MARIA HELENA FARIA LIMA PROFA EMEF,AV ROLAND GARROS,573,,02235-000,+55 11 2202-6942,+55 11 2931-9648,,,35054537,EMEF
3200,ARY GOMES CORONEL EMEF,RUA BENEDITO ALESSIO,184,,02166-100,+55 11 2954-1721,+55 11 2967-5678,+55 11 2954-1721,,35054720,EMEF
3201,PIATA COLEGIO,R GENERAL BAGNUOLO,338,348,03152-130,+55 11 2341-3157,,+55 11 2341-3157,,35565738,EP
3202,SENAC VILA PRUDENTE,RUA DO ORFANATO,316,,03131-010,+55 11 3474-0799,,+55 11 3474-0700,vpr@sp.senac.br,35148581,SENAC
3203,SAGRADA FAMILIA ESCOLA,R JOAO TEIXEIRA DE BARROS,184,,02260-030,+55 11 3805-2509,,,escolasagradafamilia@uol.com.br,35100985,EP
3204,PAULO EGYDIO DE OLIVEIRA CARVALHO SENADOR,R ARARITAGUABA,1264,,02122-011,+55 11 2954-4757,+55 11 2631-0204,+55 11 2631-1180,e000673a@educacao.sp.gov.br,35000673,EE
3205,CEL JTO A EE PAULO EGYDIO O CARVALHO SENADOR,R ARARITAGUABA,1264,,02122-011,+55 11 2954-4757,,,e000673a@educacao.sp.gov.br,35985685,CEL
3206,EDUCADOR PAULO FREIRE CENTRO DE EDUCACAO INFANTIL CONVENIADO,AV JARDIM JAPAO,1366,,02221-001,,,,,35406193,CR.P.CONV
3207,JACANA CEU EMEF,AV ANTONIO CESAR NETO,SN,,02276-000,+55 11 2241-3248,+55 11 2243-5605,,,35298268,CEU EMEF
3208,JACANA CEU EMEI,AV ANTONIO CESAR NETO,SN,,02276-000,+55 11 2243-5651,,,,35298273,CEU EMEI
3209,JACANA CEU CEI,AV ANTONIO CESAR NETO,SN,,02276-000,+55 11 2243-5605,,,,35298281,CEU CEI
3210,PARQUE NOVO MUNDO II CEI INDIRETO,R MANGUARI,536,,02167-080,,,,,35417518,CEI INDIR
3211,BAU DAS LETRAS CENTRO EDUCACIONAL INFANTIL,RUA ENTA,164,,03195-010,+55 11 2084-1244,,,,35420736,EP
3212,TIA EDITE CENTRO DE EDUCACAO INFANTIL,AV JARDIM JAPAO,1420,,02221-001,,,,,35471021,CR.P.CONV
3213,LUZ DO SABER COLEGIO,R TERESINA,55,,03185-010,+55 11 2021-0110,,,,35482833,EP
3214,PLINIO BARRETO,R SIQUEIRA BUENO,2123,,03173-010,+55 11 2606-0126,,+55 11 2605-7444,e001600a@educacao.sp.gov.br,35001600,EE
3215,JOAO XXIII UNIDADE II COLEGIO,R MARQUES DE PRAIA GRANDE,115,,03129-110,+55 11 2965-8482,+55 11 2965-9259,,,35469245,EP
3216,SUELY NICOLLOZZI PROFA COLEGIO,"AV GUSTAVO ADOLFO,",1813,,02209-001,+55 11 2983-0863,+55 11 7236-1824,,colegio@colegiosn.com.br,35809706,EP
3217,OURO PRETO COLEGIO,R SIQUEIRA BUENO,2386,,03172-010,,+55 11 2601-1144,,secretaria@colegioouropreto.com.br,35120030,EP
3218,ANDRE DREYFUS PROFESSOR,RUA PEDRO DE GODOI,170,,03138-010,+55 11 2341-5828,+55 11 2341-0528,+55 11 2341-5828,e001739a@educacao.sp.gov.br,35001739,EE
3219,TANCREDO NEVES PRESIDENTE,AV MARGINAL COM RUA BARBINOS,111,,04243-000,+55 11 2945-8866,+55 11 2945-8866,+55 11 2945-8866,e904326a@educacao.sp.gov.br,35904326,EE
3220,MENINOS CEU CEI,R BARBINOS,111,,04240-110,+55 11 2945-2511,+55 11 2945-2513,,,35057691,CEU CEI
3221,MENINOS CEU EMEF,RUA BARBINOS,111,,04240-110,+55 11 2945-2534,+55 11 2945-2527,,,35057666,CEU EMEF
3222,BENNO HUBERT STOLLENWERK PADRE EMEI,RUA BARBINOS,111,,04240-110,+55 11 2945-2520,+55 11 2945-2521,+55 11 2945-2521,,35087622,CEU EMEI
3223,TIA LURDES ESCOLA DE EDUCACAO INFANTIL,R DOUTOR EDSON DE MELO,230,,02122-080,,,,,35451666,EP
3224,NOVA ALIANCA CENTRO EDUCACIONAL,R AMAMBAI,1609,,02115-002,+55 11 2967-0949,,+55 11 2631-8214,cena-novaalianca@uol.com.br,35157685,EP
3225,VO XINHA CENTRO DE EDUCACAO INFANTIL,RUA ANTONIO SERGIO DE MATOS,3,,02281-203,+55 11 2232-6132,,,,35409637,CR.P.CONV
3226,HELIO FRANCO CHAVES CORONEL EMEF,RUA KOTINDA,1343,,02365-010,+55 11 2995-1010,+55 11 2992-8038,+55 11 2995-2513,,35098371,EMEF
3227,DECIO PEREIRA DOM CENTRO DE EDUCACAO INFANTIL,R CARLOS MULLER,21,,03132-060,+55 11 2063-1045,,,,35307973,CEI INDIR
3228,REPUBLICA DO PARAGUAY,RUA CARLOS MULLER,21,,03132-060,+55 11 2272-9957,,+55 11 2273-7722,e001892a@educacao.sp.gov.br,35001892,EE
3229,JULIO PESTANA,AV GUAPIRA,2862,,02265-002,+55 11 2241-5795,+55 11 2242-0300,,e001144a@educacao.sp.gov.br,35001144,EE
3230,CENHA CENTRO SOCIAL NSRA DA PENHA,R FRANCISCO BUENO,384,,03077-020,,,,,35267107,EP
3231,DELL ARINGA COLEGIO DE ED INFANTIL E ENSINO FUNDAMENTAL,AV CORONEL SEZEFREDO FAGUNDES,15300,,02306-005,+55 11 2206-8640,,,colegiodellaringa@uol.com.br,35430377,EP
3232,PHILOMENA BAYLAO PROFA,AV CORONEL SEZEFREDO FAGUNDES,14666,,02306-005,+55 11 2995-2488,+55 11 2995-7704,+55 11 2995-2488,e001193a@educacao.sp.gov.br,35001193,EE
3233,JACANA CEU,AV ANTONIO CESAR NETO,104,,02276-000,,,,,35455428,CEU CLEC
3234,MARIA YOLANDA DE SOUZA PINTO HAHNE EMEI,RUA GASTAO MADEIRA,SN,,02131-080,+55 11 2954-3580,+55 11 2955-9902,+55 11 2954-3580,,35098395,EMEI
3235,JARDIM JAPAO CRECHE MUNICIPAL,PRACA PRESIDENTE JANIO DA SILVA QUADROS,270,,02132-000,+55 11 2951-2002,,,,35238429,CEI DIRET
3236,APRENDIZADO INTEGRADO CONSTRUTIVO APIC COLEGIO,R ANTONIO QUINTILIANO,32-38,40,02323-070,+55 11 2995-6621,,,escolapic@hotmail.com,35468034,EP
3237,TABLEAU COLEGIO UNIDADE SAO PAULO,R IBITIRAMA,447,4 ANDAR,03133-000,+55 11 2341-3390,,+55 11 3473-7500,,35269189,EP
3238,LEOPOLDO MIGUEZ CONSERVATORIO MUSICAL,R FERNANDO FALCAO,28,,03180-000,+55 11 2606-5861,+55 11 2605-5119,+55 11 2606-5861,leopoldomiguez@leopoldomiguez.com.br,35259342,EP
3239,OTTILIA DE JESUS PIRES PROFA EMEI,RUA SAO LUIZ GONZAGA,62,,02274-150,+55 11 2241-7528,+55 11 2241-0675,,,35052516,EMEI
3240,VILA CONSTANCA CRECHE MUNICIPAL,RUA SAO GERALDINO,SN,,02258-220,+55 11 2244-5267,+55 11 2244-4411,,,35238338,CEI DIRET
